market,company,report,filer,date,rcp
유,HD현대중공업,주식등의대량보유상황보고서(약식),국민연금공단,2026.09.08,20260908000302
코,한탑,주식등의대량보유상황보고서(일반),류원기,2026.09.08,20260908000289
코,포커스에이아이,주식등의대량보유상황보고서(약식),넥스플랜,2026.09.08,20260908000285
코,현대바이오,주식등의대량보유상황보고서(일반),씨앤팜,2026.09.08,20260908000279
코,KX하이텍,주식등의대량보유상황보고서(약식),인터레이스자산운용,2026.09.08,20260908000267
코,한주에이알티,주식등의대량보유상황보고서(약식),신승욱,2026.09.08,20260908000253
코,지엔코,주식등의대량보유상황보고서(일반),크레오에스지,2026.09.08,20260908000249
유,케이씨씨 IR,주식등의대량보유상황보고서(일반),정몽진,2026.09.08,20260908000207
코,에스제이그룹,주식등의대량보유상황보고서(일반),이주영,2026.09.08,20260908000185
코,DH오토리드,주식등의대량보유상황보고서(약식),에이치자산운용,2026.09.08,20260908000176
유,아시아나항공,주식등의대량보유상황보고서(일반),금호건설,2026.09.08,20260908000174
유,호텔신라,주식등의대량보유상황보고서(약식),한국투자신탁운용,2026.09.08,20260908000167
코,글로벌텍스프리,주식등의대량보유상황보고서(약식),MiriCapitalManagementLLC,2026.09.08,20260908000146
코,고영,주식등의대량보유상황보고서(약식),J.P.MORGANSECURITIESPLC,2026.09.08,20260908000138
코,에코프로비엠,주식등의대량보유상황보고서(일반),에코프로,2026.09.08,20260908000125
코,에코프로 IR,주식등의대량보유상황보고서(일반),이동채,2026.09.08,20260908000124
코,수성웹툰,주식등의대량보유상황보고서(일반),투믹스홀딩스,2026.09.08,20260908000112
코,유니셈,주식등의대량보유상황보고서(약식),FILLIMITED,2026.09.08,20260908000092
코,삼보산업,주식등의대량보유상황보고서(일반),이태용,2026.09.08,20260908000091
코,에스에이티,주식등의대량보유상황보고서(일반),에프넷,2026.09.08,20260908000087
코,한양이엔지,주식등의대량보유상황보고서(약식),FILLIMITED,2026.09.08,20260908000083
코,씨앤투스,주식등의대량보유상황보고서(일반),하춘욱,2026.09.08,20260908000076
코,아나패스,주식등의대량보유상황보고서(약식),아이베스트투자,2026.09.08,20260908000050
코,씨앤지하이테크,주식등의대량보유상황보고서(일반),홍사문,2026.09.08,20260908000038
코,넥사다이내믹스,주식등의대량보유상황보고서(약식),세종메디칼,2026.09.07,20260907000330
코,넥사다이내믹스,주식등의대량보유상황보고서(약식),세종메디칼,2026.09.07,20260907000326
코,모아데이타,주식등의대량보유상황보고서(일반),한상진,2026.09.07,20260907000321
코,아이엠티,주식등의대량보유상황보고서(약식),씨스퀘어자산운용,2026.09.07,20260907000317
코,서진시스템,주식등의대량보유상황보고서(일반),전동규,2026.09.07,20260907000312
코,서울평가정보,주식등의대량보유상황보고서(일반),진원홀딩스컴퍼니,2026.09.07,20260907000309
유,코오롱인더,주식등의대량보유상황보고서(일반),코오롱,2026.09.07,20260907000307
유,코오롱,주식등의대량보유상황보고서(일반),이웅열,2026.09.07,20260907000303
유,세아홀딩스,주식등의대량보유상황보고서(일반),이태성,2026.09.07,20260907000298
유,우성머티리얼스,주식등의대량보유상황보고서(일반),더블유에스,2026.09.07,20260907000285
유,AK홀딩스,주식등의대량보유상황보고서(일반),채형석,2026.09.07,20260907000283
코,디어유,주식등의대량보유상황보고서(일반),안종오,2026.09.07,20260907000282
유,우신시스템,주식등의대량보유상황보고서(일반),허우영,2026.09.07,20260907000271
코,바텍 IR,[기재정정] 주식등의대량보유상황보고서(약식),SwedbankRoburFonderAB,2026.09.07,20260907000270
코,메가스터디교육,주식등의대량보유상황보고서(일반),손주은,2026.09.07,20260907000264
유,케이카 IR,주식등의대량보유상황보고서(일반),케이모빌리티밸류업,2026.09.07,20260907000253
유,디아이,주식등의대량보유상황보고서(일반),박원호,2026.09.07,20260907000243
코,덴티스,주식등의대량보유상황보고서(일반),심기봉,2026.09.07,20260907000241
코,디젠스,주식등의대량보유상황보고서(일반),디에이치코리아,2026.09.07,20260907000239
유,케이카 IR,주식등의대량보유상황보고서(일반),KG스틸,2026.09.07,20260907000231
코,시지트로닉스,주식등의대량보유상황보고서(일반),심규환,2026.09.07,20260907000229
코,엔투텍,주식등의대량보유상황보고서(일반),몬타나 신기술조합 제72호,2026.09.07,20260907000225
코,APS이노베이션,주식등의대량보유상황보고서(일반),APS,2026.09.07,20260907000221
코,테크윙,주식등의대량보유상황보고서(약식),ManulifeInvestmentManagement(HongKong)Limited,2026.09.07,20260907000214
코,비츠로셀,주식등의대량보유상황보고서(약식),MORGANSTANLEY&COINTLPLC,2026.09.07,20260907000206
유,포스코DX,주식등의대량보유상황보고서(일반),POSCO홀딩스,2026.09.07,20260907000194
코,하이젠알앤엠,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.09.07,20260907000192
유,한솔테크닉스,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.09.07,20260907000191
코,큐로홀딩스,주식등의대량보유상황보고서(일반),케이파트너스,2026.09.07,20260907000190
유,포스코인터내셔널,주식등의대량보유상황보고서(일반),POSCO홀딩스,2026.09.07,20260907000183
유,케이티앤지,주식등의대량보유상황보고서(약식),GICPrivateLimited,2026.09.07,20260907000176
유,동국홀딩스,[기재정정] 주식등의대량보유상황보고서(일반),장세주,2026.09.07,20260907000171
코,스카이랩스,주식등의대량보유상황보고서(약식),한국산업은행,2026.09.07,20260907000156
코,바이오톡스텍,주식등의대량보유상황보고서(일반),강종구,2026.09.07,20260907000149
유,에스엠벡셀,주식등의대량보유상황보고서(일반),에스엠하이플러스,2026.09.07,20260907000145
유,동국홀딩스,주식등의대량보유상황보고서(일반),장세주,2026.09.07,20260907000125
코,감성코퍼레이션,주식등의대량보유상황보고서(일반),김호선,2026.09.07,20260907000119
코,알체라,주식등의대량보유상황보고서(일반),황영규,2026.09.07,20260907000117
코,세화피앤씨,주식등의대량보유상황보고서(일반),이훈구,2026.09.07,20260907000095
코,HLB IR,주식등의대량보유상황보고서(약식),BlackRockFundAdvisors,2026.09.07,20260907000092
유,LG디스플레이,주식등의대량보유상황보고서(약식),BlackRockFundAdvisors,2026.09.07,20260907000090
코,엑셈 IR,주식등의대량보유상황보고서(일반),조종암,2026.09.07,20260907000045
유,티비에이치글로벌,주식등의대량보유상황보고서(일반),우종완,2026.09.07,20260907000043
유,SK오션플랜트,주식등의대량보유상황보고서(일반),디오션자산운용,2026.09.07,20260904000546
코,제테마,주식등의대량보유상황보고서(일반),김재영,2026.09.04,20260904000541
코,빌리언스,주식등의대량보유상황보고서(일반),휴마시스,2026.09.04,20260904000535
코,이엠앤아이,주식등의대량보유상황보고서(일반),신기술케이에듀조합,2026.09.04,20260904000532
코,넥스턴앤롤코리아,주식등의대량보유상황보고서(약식),바로저축은행,2026.09.04,20260904000530
코,이엠앤아이,주식등의대량보유상황보고서(일반),디에스피코퍼레이션,2026.09.04,20260904000525
코,빛과전자,주식등의대량보유상황보고서(일반),비엔에스조합,2026.09.04,20260904000520
코,청담글로벌,주식등의대량보유상황보고서(일반),최석주,2026.09.04,20260904000513
유,부국증권,주식등의대량보유상황보고서(일반),김중건,2026.09.04,20260904000511
코,애드포러스,주식등의대량보유상황보고서(일반),이은현,2026.09.04,20260904000508
코,케이바이오랩스,주식등의대량보유상황보고서(일반),미래아이앤지,2026.09.04,20260904000502
유,까뮤이앤씨,주식등의대량보유상황보고서(일반),베이스,2026.09.04,20260904000501
코,꿈비,주식등의대량보유상황보고서(일반),박영건,2026.09.04,20260904000496
코,에이비엘바이오,주식등의대량보유상황보고서(일반),LEESANGHOON,2026.09.04,20260904000494
유,메리츠금융지주,주식등의대량보유상황보고서(일반),조정호,2026.09.04,20260904000488
코,인콘,주식등의대량보유상황보고서(일반),미래아이앤지,2026.09.04,20260904000487
유,코웨이 IR,주식등의대량보유상황보고서(일반),넷마블,2026.09.04,20260904000485
유,코스모화학 IR,주식등의대량보유상황보고서(일반),코스모앤컴퍼니,2026.09.04,20260904000479
코,페니트리움바이오,주식등의대량보유상황보고서(일반),현대바이오,2026.09.04,20260904000474
코,HT로보틱스,주식등의대량보유상황보고서(일반),에이치티아이엔티,2026.09.04,20260904000469
유,다스코 IR,주식등의대량보유상황보고서(일반),한상원,2026.09.04,20260904000457
코,네오이뮨텍,주식등의대량보유상황보고서(약식),무림-블루웨이브 제2호 신기술투자조합,2026.09.04,20260904000452
코,유니슨,주식등의대량보유상황보고서(약식),비그림파워코리아,2026.09.04,20260904000439
유,케이카 IR,주식등의대량보유상황보고서(일반),한앤코오토서비스홀딩스,2026.09.04,20260904000434
코,헝셩그룹,주식등의대량보유상황보고서(일반),후이훙위엔,2026.09.04,20260904000430
코,딥커머스,주식등의대량보유상황보고서(일반),DING SHAOYING,2026.09.04,20260904000423
코,두산테스나,주식등의대량보유상황보고서(일반),두산포트폴리오홀딩스,2026.09.04,20260904000422
유,이수화학,주식등의대량보유상황보고서(일반),이수,2026.09.04,20260904000420
유,이수페타시스,주식등의대량보유상황보고서(일반),이수,2026.09.04,20260904000407
유,두산로보틱스,주식등의대량보유상황보고서(일반),두산,2026.09.04,20260904000401
유,한국토지신탁,주식등의대량보유상황보고서(일반),엠케이인베스트먼트,2026.09.04,20260904000397
코,엠케이전자,주식등의대량보유상황보고서(일반),오션비홀딩스,2026.09.04,20260904000394
코,컴투스,주식등의대량보유상황보고서(일반),컴투스홀딩스,2026.09.04,20260904000391
코,오스테오닉,주식등의대량보유상황보고서(일반),이동원,2026.09.04,20260904000386
코,뉴온,주식등의대량보유상황보고서(일반),케이피엠테크,2026.09.04,20260904000377
코,뷰노,주식등의대량보유상황보고서(일반),이예하,2026.09.04,20260904000368
유,대림통상,주식등의대량보유상황보고서(일반),디앤디파트너스,2026.09.04,20260904000365
코,다산솔루에타 IR,주식등의대량보유상황보고서(일반),다산인베스트,2026.09.04,20260904000359
코,원풍,주식등의대량보유상황보고서(일반),서승민,2026.09.04,20260904000346
유,코아스,주식등의대량보유상황보고서(일반),백운 조합,2026.09.04,20260904000343
유,사조대림,주식등의대량보유상황보고서(일반),사조산업,2026.09.04,20260904000338
코,넥스턴앤롤코리아,주식등의대량보유상황보고서(약식),상상인저축은행,2026.09.04,20260904000322
유,KR모터스,주식등의대량보유상황보고서(일반),오세영,2026.09.04,20260904000313
코,이지스,주식등의대량보유상황보고서(약식),에이스톤벤처스,2026.09.04,20260904000308
유,사조오양,주식등의대량보유상황보고서(일반),사조대림,2026.09.04,20260904000306
코,메카로,주식등의대량보유상황보고서(일반),이재정,2026.09.04,20260904000303
유,MDS스피어,주식등의대량보유상황보고서(일반),트라이콘 1호 투자조합,2026.09.04,20260904000295
유,교촌에프앤비,주식등의대량보유상황보고서(일반),권원강,2026.09.04,20260904000293
코,바텍 IR,주식등의대량보유상황보고서(약식),SwedbankRoburFonderAB,2026.09.04,20260904000279
유,한세실업 IR,주식등의대량보유상황보고서(일반),한세예스24홀딩스,2026.09.04,20260904000273
코,지아이이노베이션,주식등의대량보유상황보고서(일반),장명호,2026.09.04,20260904000256
코,원익홀딩스,주식등의대량보유상황보고서(일반),원익,2026.09.04,20260904000243
코,지에프씨생명과학,주식등의대량보유상황보고서(일반),강희철,2026.09.04,20260904000227
코,코스리거글로벌,주식등의대량보유상황보고서(일반),세심,2026.09.04,20260904000213
코,라온텍,주식등의대량보유상황보고서(일반),김보은,2026.09.04,20260904000182
유,오리엔트바이오,주식등의대량보유상황보고서(일반),오리엔트,2026.09.04,20260904000164
코,HLB테라퓨틱스,주식등의대량보유상황보고서(일반),HLB,2026.09.04,20260904000143
코,HLB이노베이션,주식등의대량보유상황보고서(일반),HLB,2026.09.04,20260904000135
유,코스모신소재 IR,주식등의대량보유상황보고서(일반),코스모화학,2026.09.04,20260904000123
코,아이큐어,주식등의대량보유상황보고서(일반),솔루엠코스메틱,2026.09.04,20260904000098
코,휴마시스,주식등의대량보유상황보고서(일반),아티스트,2026.09.04,20260904000092
유,서울식품공업,주식등의대량보유상황보고서(일반),정필문,2026.09.04,20260904000087
코,코리아나 IR,주식등의대량보유상황보고서(일반),유학수,2026.09.04,20260904000082
코,코리아나 IR,주식등의대량보유상황보고서(일반),유상옥,2026.09.04,20260904000060
유,진양화학,주식등의대량보유상황보고서(일반),진양홀딩스,2026.09.04,20260904000059
유,롯데관광개발,주식등의대량보유상황보고서(일반),엔브이8홀딩스,2026.09.04,20260904000042
코,와이엠티,주식등의대량보유상황보고서(일반),전성욱,2026.09.04,20260904000027
유,영흥,주식등의대량보유상황보고서(약식),이진식,2026.09.04,20260904000001
코,한국피아이엠,주식등의대량보유상황보고서(일반),송준호,2026.09.04,20260903000397
코,엣지파운드리,주식등의대량보유상황보고서(일반),남용현,2026.09.03,20260903000387
유,우성머티리얼스,주식등의대량보유상황보고서(일반),더블유에스,2026.09.03,20260903000377
유,키다리스튜디오,주식등의대량보유상황보고서(약식),권정혁,2026.09.03,20260903000371
코,CSA 코스믹,주식등의대량보유상황보고서(약식),브이핑크홀딩스,2026.09.03,20260903000369
유,토니모리,주식등의대량보유상황보고서(일반),배해동,2026.09.03,20260903000363
유,HD현대 IR,주식등의대량보유상황보고서(일반),정몽준,2026.09.03,20260903000361
유,DL이앤씨,주식등의대량보유상황보고서(일반),DL,2026.09.03,20260903000348
유,디와이에이,주식등의대량보유상황보고서(일반),영일이,2026.09.03,20260903000347
유,SK오션플랜트,주식등의대량보유상황보고서(일반),송무석,2026.09.03,20260903000345
유,금호전기,주식등의대량보유상황보고서(일반),신주홀딩스,2026.09.03,20260903000344
코,탑코미디어,주식등의대량보유상황보고서(일반),엔키홀딩스,2026.09.03,20260903000335
코,베노티앤알,주식등의대량보유상황보고서(일반),라미쿠스,2026.09.03,20260903000303
유,한국항공우주,주식등의대량보유상황보고서(약식),NH투자증권,2026.09.03,20260903000298
유,현대비앤지스틸,주식등의대량보유상황보고서(일반),현대제철,2026.09.03,20260903000297
코,크레버스,주식등의대량보유상황보고서(일반),김영화,2026.09.03,20260903000286
코,코미코,주식등의대량보유상황보고서(일반),미코,2026.09.03,20260903000282
코,HLB제약,주식등의대량보유상황보고서(일반),HLB생명과학,2026.09.03,20260903000280
코,국전,주식등의대량보유상황보고서(일반),홍종호,2026.09.03,20260903000279
코,윙스풋,주식등의대량보유상황보고서(일반),모티바코리아,2026.09.03,20260903000278
코,차바이오텍 IR,주식등의대량보유상황보고서(일반),차광렬,2026.09.03,20260903000272
코,베노티앤알,주식등의대량보유상황보고서(일반),아크로 신기술조합 제241호,2026.09.03,20260903000266
코,제이앤티씨,주식등의대량보유상황보고서(일반),진우엔지니어링,2026.09.03,20260903000260
코,코아스템켐온,주식등의대량보유상황보고서(일반),김경숙,2026.09.03,20260903000256
유,TCC스틸,주식등의대량보유상황보고서(일반),손봉락(孫鳳洛),2026.09.03,20260903000241
코,그리드위즈,주식등의대량보유상황보고서(약식),오라이언자산운용,2026.09.03,20260903000236
코,아이티엠반도체,주식등의대량보유상황보고서(일반),NICE,2026.09.03,20260903000235
코,신영스팩10호,주식등의대량보유상황보고서(약식),하우자산운용,2026.09.03,20260903000233
유,NICE,주식등의대량보유상황보고서(일반),김원우,2026.09.03,20260903000231
코,한스바이오메드,주식등의대량보유상황보고서(약식),타이거자산운용투자일임,2026.09.03,20260903000221
유,한솔테크닉스,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.09.03,20260903000205
유,아이티센씨티에스,주식등의대량보유상황보고서(일반),아이티센글로벌,2026.09.03,20260903000175
코,서울옥션,주식등의대량보유상황보고서(일반),이호재,2026.09.03,20260903000138
코,대진첨단소재,주식등의대량보유상황보고서(약식),오라이언자산운용,2026.09.03,20260903000131
코,다보링크,주식등의대량보유상황보고서(일반),테라사이언스,2026.09.03,20260903000125
코,신한제12호스팩,주식등의대량보유상황보고서(약식),더블유자산운용,2026.09.03,20260903000112
코,씨티케이 IR,주식등의대량보유상황보고서(일반),정인용,2026.09.03,20260903000110
코,신한제18호스팩,주식등의대량보유상황보고서(약식),더블유자산운용,2026.09.03,20260903000015
코,클래시스,주식등의대량보유상황보고서(약식),CapitalResearchandManagementCompany,2026.09.03,20260903000007
코,파크시스템스,주식등의대량보유상황보고서(약식),CapitalResearchandManagementCompany,2026.09.03,20260903000004
코,루멘스,주식등의대량보유상황보고서(일반),넥스턴앤롤코리아,2026.09.02,20260902000353
유,부국증권,주식등의대량보유상황보고서(일반),김중건,2026.09.02,20260902000349
코,지에프아이,[기재정정] 주식등의대량보유상황보고서(약식),비엔케이 안전 신기술투자조합 제2호,2026.09.02,20260902000345
코,지에프아이,[기재정정] 주식등의대량보유상황보고서(약식),비엔케이 안전 신기술투자조합 제2호,2026.09.02,20260902000341
코,드림시큐리티,주식등의대량보유상황보고서(일반),범진규,2026.09.02,20260902000339
코,한스바이오메드,주식등의대량보유상황보고서(약식),KB자산운용,2026.09.02,20260902000335
코,코스메카코리아,주식등의대량보유상황보고서(약식),KB자산운용,2026.09.02,20260902000334
코,에스오에스랩,주식등의대량보유상황보고서(약식),KB자산운용,2026.09.02,20260902000333
코,오이솔루션,주식등의대량보유상황보고서(일반),박찬,2026.09.02,20260902000326
코,하이퍼코퍼레이션,주식등의대량보유상황보고서(일반),제이케이(JK)신기술투자조합제12호,2026.09.02,20260902000321
코,루멘스,주식등의대량보유상황보고서(일반),디티씨,2026.09.02,20260902000312
코,다보링크,주식등의대량보유상황보고서(일반),테라사이언스,2026.09.02,20260902000310
코,FSN,주식등의대량보유상황보고서(일반),제이투비,2026.09.02,20260902000303
코,오픈베이스,주식등의대량보유상황보고서(일반),정주영,2026.09.02,20260902000294
유,삼진제약,주식등의대량보유상황보고서(일반),최지현,2026.09.02,20260902000292
코,우림피티에스,주식등의대량보유상황보고서(일반),한규석,2026.09.02,20260902000288
코,오픈베이스,주식등의대량보유상황보고서(일반),정진섭,2026.09.02,20260902000287
코,에스넷,주식등의대량보유상황보고서(일반),박효대,2026.09.02,20260902000286
유,동방,주식등의대량보유상황보고서(약식),제이커브디케이기관전용사모투자,2026.09.02,20260902000285
코,이녹스첨단소재,주식등의대량보유상황보고서(일반),이녹스,2026.09.02,20260902000281
코,파수AI,주식등의대량보유상황보고서(일반),조규곤,2026.09.02,20260902000279
코,사토시홀딩스 IR,주식등의대량보유상황보고서(일반),메타플렉스,2026.09.02,20260902000278
코,모아라이프플러스,주식등의대량보유상황보고서(일반),모아데이타,2026.09.02,20260902000273
유,한미글로벌,주식등의대량보유상황보고서(일반),김종훈,2026.09.02,20260902000268
코,에이텍,주식등의대량보유상황보고서(일반),신승영,2026.09.02,20260902000267
유,사조동아원,주식등의대량보유상황보고서(일반),사조씨푸드,2026.09.02,20260902000262
코,인성정보,주식등의대량보유상황보고서(일반),에스넷,2026.09.02,20260902000255
코,동구바이오제약,주식등의대량보유상황보고서(일반),조용준,2026.09.02,20260902000250
유,에이프로젠바이오로직스,주식등의대량보유상황보고서(일반),에이프로젠,2026.09.02,20260902000248
코,KT나스미디어,주식등의대량보유상황보고서(약식),브이아이피자산운용,2026.09.02,20260902000240
코,크라우드웍스,주식등의대량보유상황보고서(일반),박민우,2026.09.02,20260902000238
코,한국첨단소재,주식등의대량보유상황보고서(일반),나카모토투자조합,2026.09.02,20260902000236
코,에르코스,주식등의대량보유상황보고서(일반),김슬기,2026.09.02,20260902000235
코,싸이토젠,주식등의대량보유상황보고서(일반),캔디엑스홀딩스,2026.09.02,20260902000229
코,상보,주식등의대량보유상황보고서(일반),레이노코리아,2026.09.02,20260902000225
코,피에스케이홀딩스,주식등의대량보유상황보고서(일반),박경수,2026.09.02,20260902000220
코,싸이토젠,주식등의대량보유상황보고서(일반),전병희,2026.09.02,20260902000219
유,에넥스,[기재정정] 주식등의대량보유상황보고서(일반),에넥스미래성장조합,2026.09.02,20260902000215
유,동아쏘시오홀딩스,주식등의대량보유상황보고서(일반),강정석,2026.09.02,20260902000204
유,에이프로젠바이오로직스,주식등의대량보유상황보고서(약식),이창순,2026.09.02,20260902000203
코,에스제이그룹,주식등의대량보유상황보고서(일반),이주영,2026.09.02,20260902000191
코,프럼파스트,주식등의대량보유상황보고서(일반),원재희,2026.09.02,20260902000093
코,씨앤투스,주식등의대량보유상황보고서(일반),하춘욱,2026.09.02,20260902000088
코,푸드나무,[기재정정] 주식등의대량보유상황보고서(일반),온힐파트너스,2026.09.02,20260902000075
유,영화금속,주식등의대량보유상황보고서(일반),삼신정밀,2026.09.02,20260902000074
코,에코프로 IR,주식등의대량보유상황보고서(일반),이동채,2026.09.02,20260902000064
코,아이티아이즈 IR,주식등의대량보유상황보고서(일반),이성남,2026.09.02,20260902000057
유,신한지주,주식등의대량보유상황보고서(약식),CapitalResearchandManagementCompany,2026.09.02,20260902000035
코,에스앤더블류,주식등의대량보유상황보고서(일반),신일,2026.09.02,20260902000028
코,에스앤더블류,주식등의대량보유상황보고서(일반),정화섭,2026.09.02,20260902000020
코,교보19호스팩,주식등의대량보유상황보고서(약식),더블유자산운용,2026.09.02,20260902000019
코,에스앤더블류,주식등의대량보유상황보고서(일반),정화섭,2026.09.02,20260902000013
코,에스와이스틸텍,주식등의대량보유상황보고서(일반),에스와이,2026.09.02,20260901000364
유,남선알미늄,주식등의대량보유상황보고서(일반),삼라,2026.09.01,20260901000362
유,평화산업,주식등의대량보유상황보고서(일반),평화홀딩스,2026.09.01,20260901000359
코,새빗켐,주식등의대량보유상황보고서(일반),에스케이아이엘에코시너지밸류업1호,2026.09.01,20260901000354
코,더네이쳐홀딩스 IR,주식등의대량보유상황보고서(일반),박영준,2026.09.01,20260901000349
유,써니전자,주식등의대량보유상황보고서(일반),케이엑스에셋,2026.09.01,20260901000348
코,새빗켐,[기재정정] 주식등의대량보유상황보고서(일반),에스케이아이엘에코시너지밸류업1호,2026.09.01,20260901000341
코,새빗켐,[기재정정] 주식등의대량보유상황보고서(일반),에스케이아이엘에코시너지밸류업1호,2026.09.01,20260901000337
코,새빗켐,[기재정정] 주식등의대량보유상황보고서(일반),에스케이아이엘에코시너지밸류업1호,2026.09.01,20260901000335
유,DL,주식등의대량보유상황보고서(약식),베어링자산운용,2026.09.01,20260901000334
코,새빗켐,[기재정정] 주식등의대량보유상황보고서(일반),에스케이아이엘에코시너지밸류업1호,2026.09.01,20260901000331
코,새빗켐,[기재정정] 주식등의대량보유상황보고서(일반),에스케이아이엘에코시너지밸류업1호,2026.09.01,20260901000330
코,새빗켐,[기재정정] 주식등의대량보유상황보고서(일반),박민규,2026.09.01,20260901000329
코,새빗켐,[기재정정] 주식등의대량보유상황보고서(일반),에스케이아이엘에코시너지밸류업1호,2026.09.01,20260901000328
유,시알홀딩스,주식등의대량보유상황보고서(일반),이인옥,2026.09.01,20260901000326
코,새빗켐,[기재정정] 주식등의대량보유상황보고서(일반),박민규,2026.09.01,20260901000323
코,한국첨단소재,주식등의대량보유상황보고서(일반),사토시홀딩스,2026.09.01,20260901000321
코,솔브레인홀딩스,주식등의대량보유상황보고서(일반),정지완,2026.09.01,20260901000317
코,TS트릴리온,주식등의대량보유상황보고서(약식),우신화장품,2026.09.01,20260901000316
유,마니커,주식등의대량보유상황보고서(일반),이지홀딩스,2026.09.01,20260901000313
코,나노씨엠에스,주식등의대량보유상황보고서(일반),에스에이치에너지알이백,2026.09.01,20260901000312
코,성호전자,주식등의대량보유상황보고서(일반),서룡전자,2026.09.01,20260901000308
코,제놀루션,주식등의대량보유상황보고서(일반),김기옥,2026.09.01,20260901000307
유,화승코퍼레이션,주식등의대량보유상황보고서(일반),현지호,2026.09.01,20260901000303
코,비트컴퓨터,주식등의대량보유상황보고서(일반),조현정,2026.09.01,20260901000300
코,오스코텍,주식등의대량보유상황보고서(일반),김성연,2026.09.01,20260901000281
코,우리기술투자,주식등의대량보유상황보고서(일반),이완근,2026.09.01,20260901000268
코,퓨릿,주식등의대량보유상황보고서(약식),김주석,2026.09.01,20260901000263
코,CG인바이츠,주식등의대량보유상황보고서(일반),뉴레이크인바이츠투자,2026.09.01,20260901000262
코,풍원정밀,주식등의대량보유상황보고서(일반),유명훈,2026.09.01,20260901000261
유,한국특강,주식등의대량보유상황보고서(일반),매직홀딩스,2026.09.01,20260901000259
유,한미사이언스,주식등의대량보유상황보고서(일반),송영숙,2026.09.01,20260901000258
유,한화머시너리앤서비스홀딩스,[기재정정] 주식등의대량보유상황보고서(일반),김승연,2026.09.01,20260901000257
유,까뮤이앤씨,주식등의대량보유상황보고서(일반),베이스,2026.09.01,20260901000253
기,대신밸런스제17호기업인수목적,주식등의대량보유상황보고서(약식),수성자산운용,2026.09.01,20260901000252
코,팬스타엔터프라이즈,주식등의대량보유상황보고서(일반),김현겸,2026.09.01,20260901000250
코,한국경제TV,주식등의대량보유상황보고서(약식),박영옥,2026.09.01,20260901000248
유,현대해상,주식등의대량보유상황보고서(일반),정몽윤,2026.09.01,20260901000243
코,젬백스,주식등의대량보유상황보고서(일반),젬앤컴퍼니,2026.09.01,20260901000236
유,HS효성첨단소재,주식등의대량보유상황보고서(약식),국민연금공단,2026.09.01,20260901000231
코,파버나인,주식등의대량보유상황보고서(일반),이제훈,2026.09.01,20260901000223
코,크라우드웍스,주식등의대량보유상황보고서(일반),박민우,2026.09.01,20260901000215
코,에이치브이엠,주식등의대량보유상황보고서(일반),문승호,2026.09.01,20260901000211
코,아티스트스튜디오,주식등의대량보유상황보고서(일반),아티스트컴퍼니,2026.09.01,20260901000209
코,해치텍,주식등의대량보유상황보고서(약식),픽셀플러스,2026.09.01,20260901000206
유,미래에셋글로벌리츠,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.09.01,20260901000193
유,ESR켄달스퀘어리츠,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.09.01,20260901000192
코,뉴로메카,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.09.01,20260901000191
코,올릭스,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.09.01,20260901000190
코,심텍,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.09.01,20260901000189
코,이오테크닉스,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.09.01,20260901000188
유,이수페타시스,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.09.01,20260901000187
코,에스엠씨지,주식등의대량보유상황보고서(일반),최승호,2026.09.01,20260901000178
코,일월지엠엘,주식등의대량보유상황보고서(일반),일월,2026.09.01,20260901000176
코,상아프론테크,주식등의대량보유상황보고서(일반),이상원,2026.09.01,20260901000162
유,우신시스템,주식등의대량보유상황보고서(일반),허우영,2026.09.01,20260901000160
코,휴럼,주식등의대량보유상황보고서(일반),김진석,2026.09.01,20260901000154
유,하나투어,주식등의대량보유상황보고서(일반),하모니아1호,2026.09.01,20260901000150
유,에스엠벡셀,주식등의대량보유상황보고서(일반),에스엠하이플러스,2026.09.01,20260901000144
코,테라뷰,주식등의대량보유상황보고서(일반),데이지프리시젼,2026.09.01,20260901000121
코,인피니트헬스케어,주식등의대량보유상황보고서(약식),MiriCapitalManagementLLC,2026.09.01,20260901000108
코,오텍,주식등의대량보유상황보고서(일반),강성희,2026.09.01,20260901000104
코,사토시홀딩스 IR,주식등의대량보유상황보고서(약식),나카모토투자조합,2026.09.01,20260901000103
코,드림어스컴퍼니,주식등의대량보유상황보고서(일반),비마이프렌즈,2026.09.01,20260901000096
유,이노션,주식등의대량보유상황보고서(약식),J.P.MORGANSECURITIESPLC,2026.09.01,20260901000094
코,리파인,주식등의대량보유상황보고서(일반),리얼티파인,2026.09.01,20260901000090
코,대동금속,주식등의대량보유상황보고서(일반),대동,2026.09.01,20260901000086
코,피엔티,주식등의대량보유상황보고서(일반),김준섭,2026.09.01,20260901000084
유,오리온,주식등의대량보유상황보고서(약식),SilchesterInternationalInvestorsLLP,2026.09.01,20260901000076
유,INVENI,주식등의대량보유상황보고서(일반),구자은,2026.09.01,20260901000063
