market,company,report,filer,date,rcp
코,다보링크,주식등의대량보유상황보고서(약식),정율근,2026.07.08,20260708000106
기,아크솔루션스,주식등의대량보유상황보고서(약식),제이제이에셋,2026.07.08,20260708000097
코,에코프로비엠,주식등의대량보유상황보고서(일반),에코프로,2026.07.08,20260708000072
코,인피니트헬스케어,주식등의대량보유상황보고서(약식),MiriCapitalManagementLLC,2026.07.08,20260708000048
코,스트라드비젼,주식등의대량보유상황보고서(약식),엘에스에스메티스제4호창업벤처전문사모투자,2026.07.08,20260708000046
코,교보20호스팩,주식등의대량보유상황보고서(약식),더블유자산운용,2026.07.08,20260708000025
유,DN오토모티브,주식등의대량보유상황보고서(일반),김상헌,2026.07.08,20260708000020
코,교보19호스팩,주식등의대량보유상황보고서(약식),더블유자산운용,2026.07.08,20260708000011
코,스모트로닉,주식등의대량보유상황보고서(일반),퓨트로닉,2026.07.08,20260708000001
코,모아데이타,주식등의대량보유상황보고서(일반),한상진,2026.07.08,20260707000471
코,지슨,주식등의대량보유상황보고서(일반),한동진,2026.07.07,20260707000461
코,푸른저축은행,주식등의대량보유상황보고서(일반),주신홍,2026.07.07,20260707000459
유,콜마홀딩스,주식등의대량보유상황보고서(일반),윤상현,2026.07.07,20260707000454
유,한미사이언스,주식등의대량보유상황보고서(일반),송영숙,2026.07.07,20260707000452
유,삼호개발,주식등의대량보유상황보고서(일반),이종호,2026.07.07,20260707000450
코,교보18호스팩,주식등의대량보유상황보고서(약식),더블유자산운용,2026.07.07,20260707000448
코,엣지파운드리,주식등의대량보유상황보고서(일반),남용현,2026.07.07,20260707000445
코,앱튼,주식등의대량보유상황보고서(약식),케이피아이2호조합,2026.07.07,20260707000440
유,코웨이 IR,주식등의대량보유상황보고서(일반),얼라인파트너스자산운용,2026.07.07,20260707000434
코,미래에셋비전스팩5호,주식등의대량보유상황보고서(약식),더블유자산운용,2026.07.07,20260707000427
코,꿈비,주식등의대량보유상황보고서(일반),박영건,2026.07.07,20260707000421
유,엘브이엠씨,주식등의대량보유상황보고서(일반),오세영,2026.07.07,20260707000412
코,감성코퍼레이션,주식등의대량보유상황보고서(일반),김호선,2026.07.07,20260707000410
코,제이스코홀딩스,주식등의대량보유상황보고서(일반),캐디언스시스템,2026.07.07,20260707000404
코,한탑,주식등의대량보유상황보고서(일반),류원기,2026.07.07,20260707000394
코,아이지넷,주식등의대량보유상황보고서(일반),김창균,2026.07.07,20260707000391
코,HLB이노베이션,주식등의대량보유상황보고서(일반),HLB,2026.07.07,20260707000388
유,삼성에스디에스,주식등의대량보유상황보고서(일반),STARTECHAIL.P.,2026.07.07,20260707000387
코,마이크로투나노,주식등의대량보유상황보고서(약식),박영근,2026.07.07,20260707000385
코,심텍,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.07.07,20260707000377
코,올릭스,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.07.07,20260707000375
코,주성엔지니어링,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.07.07,20260707000374
유,이수페타시스,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.07.07,20260707000373
유,HJ중공업,주식등의대량보유상황보고서(일반),에코프라임마린퍼시픽,2026.07.07,20260707000353
코,대원,주식등의대량보유상황보고서(일반),대원칸타빌,2026.07.07,20260707000352
코,사토시홀딩스 IR,주식등의대량보유상황보고서(약식),상상인저축은행,2026.07.07,20260707000349
코,동구바이오제약,주식등의대량보유상황보고서(일반),조용준,2026.07.07,20260707000344
코,비트맥스,주식등의대량보유상황보고서(약식),블루록스테이지투자조합,2026.07.07,20260707000334
코,비트맥스,주식등의대량보유상황보고서(약식),에스밸류투자조합,2026.07.07,20260707000330
코,GRT,주식등의대량보유상황보고서(일반),Zhou YongNan,2026.07.07,20260707000325
코,GRT,주식등의대량보유상황보고서(일반),신루이샹홀딩리미티드,2026.07.07,20260707000312
유,신라교역,주식등의대량보유상황보고서(일반),신라홀딩스,2026.07.07,20260707000307
코,매드업,주식등의대량보유상황보고서(약식),스톤브릿지벤처스,2026.07.07,20260707000303
코,CMG제약 IR,주식등의대량보유상황보고서(약식),오라이언자산운용,2026.07.07,20260707000297
코,아이티아이즈 IR,주식등의대량보유상황보고서(일반),이성남,2026.07.07,20260707000293
코,금양그린파워,주식등의대량보유상황보고서(일반),이윤철,2026.07.07,20260707000288
코,우림피티에스,주식등의대량보유상황보고서(일반),한규석,2026.07.07,20260707000284
유,에이프로젠바이오로직스,주식등의대량보유상황보고서(일반),에이프로젠,2026.07.07,20260707000283
유,팜스코,주식등의대량보유상황보고서(약식),양지영,2026.07.07,20260707000279
코,블루엠텍,[기재정정] 주식등의대량보유상황보고서(약식),오라이언자산운용,2026.07.07,20260707000275
코,우림피티에스,[기재정정] 주식등의대량보유상황보고서(일반),한규석,2026.07.07,20260707000263
코,블루엠텍,주식등의대량보유상황보고서(약식),오라이언자산운용,2026.07.07,20260707000249
코,오픈베이스,주식등의대량보유상황보고서(약식),MORGANSTANLEY&COINTLPLC,2026.07.07,20260707000232
코,셀레믹스,주식등의대량보유상황보고서(일반),박종갑,2026.07.07,20260707000231
코,선광,주식등의대량보유상황보고서(일반),심충식,2026.07.07,20260707000227
유,TP IR,주식등의대량보유상황보고서(일반),임석원,2026.07.07,20260707000223
유,이엔플러스,주식등의대량보유상황보고서(약식),미니멈,2026.07.07,20260707000216
코,와이랩,[기재정정] 주식등의대량보유상황보고서(일반),윤인완,2026.07.07,20260707000204
코,한컴,주식등의대량보유상황보고서(일반),한컴위드,2026.07.07,20260707000189
코,에스엠씨지,주식등의대량보유상황보고서(일반),최승호,2026.07.07,20260707000183
코,한국제16호스팩,주식등의대량보유상황보고서(일반),한국투자증권,2026.07.07,20260707000171
코,우림피티에스,[기재정정] 주식등의대량보유상황보고서(일반),한규석,2026.07.07,20260707000140
유,에코프로머티,주식등의대량보유상황보고서(일반),에코프로,2026.07.07,20260707000137
코,핌스,주식등의대량보유상황보고서(일반),주광연,2026.07.07,20260707000135
코,야스,주식등의대량보유상황보고서(일반),정광호,2026.07.07,20260707000127
코,엔켐,주식등의대량보유상황보고서(일반),와이어트그룹,2026.07.07,20260707000093
코,청담글로벌,주식등의대량보유상황보고서(일반),구상모,2026.07.07,20260707000079
코,한국제16호스팩,주식등의대량보유상황보고서(약식),J.P.MORGANSECURITIESPLC,2026.07.07,20260707000073
유,INVENI,주식등의대량보유상황보고서(일반),구자은,2026.07.07,20260707000067
코,웨이버스,주식등의대량보유상황보고서(일반),김학성,2026.07.07,20260707000066
코,다산디엠씨,주식등의대량보유상황보고서(일반),다산네트웍스,2026.07.07,20260707000033
코,비큐AI,주식등의대량보유상황보고서(일반),임경환,2026.07.07,20260707000025
코,바이오에프디엔씨,주식등의대량보유상황보고서(일반),모상현,2026.07.07,20260707000017
코,뉴인텍,주식등의대량보유상황보고서(일반),장기수,2026.07.07,20260707000013
코,태성,주식등의대량보유상황보고서(일반),김종학,2026.07.07,20260707000011
코,큐리오시스,주식등의대량보유상황보고서(약식),마이다스에셋자산운용,2026.07.07,20260707000003
코,PS일렉트로닉스,주식등의대량보유상황보고서(일반),유대규,2026.07.07,20260706000513
코,에이치엠씨제7호스팩,주식등의대량보유상황보고서(약식),더블유자산운용,2026.07.06,20260706000501
코,코스맥스엔비티 IR,주식등의대량보유상황보고서(일반),코스맥스비티아이,2026.07.06,20260706000491
코,우림피티에스,[기재정정] 주식등의대량보유상황보고서(일반),한규석,2026.07.06,20260706000474
코,위메이드,주식등의대량보유상황보고서(일반),네오펄스,2026.07.06,20260706000473
코,SK증권제13호스팩,[기재정정] 주식등의대량보유상황보고서(약식),더블유자산운용,2026.07.06,20260706000472
코,우림피티에스,[기재정정] 주식등의대량보유상황보고서(일반),한규석,2026.07.06,20260706000469
코,우림피티에스,[기재정정] 주식등의대량보유상황보고서(일반),한규석,2026.07.06,20260706000465
코,에이비엘바이오,주식등의대량보유상황보고서(일반),LEESANGHOON,2026.07.06,20260706000462
코,우림피티에스,[기재정정] 주식등의대량보유상황보고서(일반),한규석,2026.07.06,20260706000459
유,케이씨씨글라스 IR,주식등의대량보유상황보고서(일반),정몽익,2026.07.06,20260706000456
코,우리엔터프라이즈,주식등의대량보유상황보고서(일반),윤철주,2026.07.06,20260706000455
코,신테카바이오,[기재정정] 주식등의대량보유상황보고서(일반),정종선,2026.07.06,20260706000452
코,우림피티에스,[기재정정] 주식등의대량보유상황보고서(일반),한규석,2026.07.06,20260706000446
코,아이즈비전,주식등의대량보유상황보고서(일반),파워넷,2026.07.06,20260706000431
코,에이전트AI IR,주식등의대량보유상황보고서(약식),상상인저축은행,2026.07.06,20260706000422
유,MDS스피어,주식등의대량보유상황보고서(일반),트라이콘 1호 투자조합,2026.07.06,20260706000421
코,져스텍,주식등의대량보유상황보고서(약식),윈베스트벤처투자,2026.07.06,20260706000418
코,한국비티비,주식등의대량보유상황보고서(일반),한국비엔씨,2026.07.06,20260706000417
유,세아홀딩스,주식등의대량보유상황보고서(일반),이태성,2026.07.06,20260706000413
코,인베니아,주식등의대량보유상황보고서(일반),구자준,2026.07.06,20260706000411
코,스트라드비젼,주식등의대량보유상황보고서(일반),김준환,2026.07.06,20260706000408
코,SK증권제13호스팩,주식등의대량보유상황보고서(약식),더블유자산운용,2026.07.06,20260706000402
코,티플랙스,주식등의대량보유상황보고서(약식),(주)티플랙스 우리사주조합,2026.07.06,20260706000398
유,현대코퍼레이션홀딩스,주식등의대량보유상황보고서(일반),정몽혁,2026.07.06,20260706000393
유,한국카본,주식등의대량보유상황보고서(일반),조문수,2026.07.06,20260706000390
코,피엠티,주식등의대량보유상황보고서(일반),프로텍,2026.07.06,20260706000383
코,KZ정밀,주식등의대량보유상황보고서(일반),유미개발,2026.07.06,20260706000377
코,뉴로메카,주식등의대량보유상황보고서(약식),삼성액티브자산운용,2026.07.06,20260706000359
코,소프트센,주식등의대량보유상황보고서(일반),홍콩셩다국제유한공사,2026.07.06,20260706000356
코,풍전약품,주식등의대량보유상황보고서(일반),마르시아 신기술조합 제77호,2026.07.06,20260706000343
코,뉴로메카,주식등의대량보유상황보고서(약식),삼성자산운용,2026.07.06,20260706000339
코,에스앤에스텍,주식등의대량보유상황보고서(약식),삼성자산운용,2026.07.06,20260706000315
코,ISC IR,주식등의대량보유상황보고서(약식),삼성자산운용,2026.07.06,20260706000311
코,주성엔지니어링,주식등의대량보유상황보고서(약식),삼성자산운용,2026.07.06,20260706000306
코,HPSP,주식등의대량보유상황보고서(약식),삼성자산운용,2026.07.06,20260706000300
코,알티캐스트,주식등의대량보유상황보고서(약식),아이텍,2026.07.06,20260706000298
코,이오테크닉스,주식등의대량보유상황보고서(약식),삼성자산운용,2026.07.06,20260706000295
코,씨앤지하이테크,주식등의대량보유상황보고서(일반),홍사문,2026.07.06,20260706000281
코,에코글로우,주식등의대량보유상황보고서(일반),더편한,2026.07.06,20260706000274
코,우림피티에스,주식등의대량보유상황보고서(일반),한규석,2026.07.06,20260706000271
코,케이옥션,주식등의대량보유상황보고서(일반),티에이어드바이저,2026.07.06,20260706000268
코,엘앤케이바이오,주식등의대량보유상황보고서(일반),강국진,2026.07.06,20260706000266
코,위메이드,주식등의대량보유상황보고서(일반),박관호,2026.07.06,20260706000261
코,동양에스텍,주식등의대량보유상황보고서(약식),조남욱,2026.07.06,20260706000255
코,선익시스템,주식등의대량보유상황보고서(일반),동아엘텍,2026.07.06,20260706000235
유,신풍,주식등의대량보유상황보고서(일반),정학헌,2026.07.06,20260706000231
코,엔에이치스팩33호,주식등의대량보유상황보고서(약식),더블유자산운용,2026.07.06,20260706000227
코,우진비앤지,주식등의대량보유상황보고서(일반),강재구,2026.07.06,20260706000210
코,아진산업,주식등의대량보유상황보고서(일반),우신산업,2026.07.06,20260706000185
코,우리기술투자,주식등의대량보유상황보고서(일반),이완근,2026.07.06,20260706000182
코,아이스크림미디어,주식등의대량보유상황보고서(일반),시공테크,2026.07.06,20260706000179
코,앱튼,주식등의대량보유상황보고서(약식),지피알(GPR)75조합,2026.07.06,20260706000169
코,지란지교시큐리티,주식등의대량보유상황보고서(일반),지란지교소프트,2026.07.06,20260706000129
코,지아이이노베이션,주식등의대량보유상황보고서(일반),장명호,2026.07.06,20260706000119
코,삼익제약,주식등의대량보유상황보고서(일반),이충환,2026.07.06,20260706000110
코,디에스케이,주식등의대량보유상황보고서(일반),시너지이노베이션,2026.07.06,20260706000104
코,쎄크,주식등의대량보유상황보고서(일반),김종현,2026.07.06,20260706000103
유,대한해운,주식등의대량보유상황보고서(일반),에스엠상선,2026.07.06,20260706000101
코,다보링크,주식등의대량보유상황보고서(일반),테라사이언스,2026.07.06,20260706000080
코,안랩,주식등의대량보유상황보고서(일반),안철수,2026.07.06,20260706000054
코,세동,주식등의대량보유상황보고서(일반),윤 정 상,2026.07.06,20260706000053
코,현대이지웰,주식등의대량보유상황보고서(약식),MiriCapitalManagementLLC,2026.07.06,20260706000038
유,신도리코,주식등의대량보유상황보고서(약식),브이아이피자산운용,2026.07.06,20260706000036
유,NH투자증권,주식등의대량보유상황보고서(일반),농협금융지주,2026.07.06,20260706000035
코,피에스케이,주식등의대량보유상황보고서(일반),피에스케이홀딩스,2026.07.06,20260706000026
코,진성티이씨,주식등의대량보유상황보고서(약식),마이다스에셋자산운용,2026.07.06,20260706000019
코,바이오다인,주식등의대량보유상황보고서(일반),임욱빈,2026.07.06,20260706000016
코,에이엘티,주식등의대량보유상황보고서(일반),천병태,2026.07.06,20260706000004
코,성호전자,[기재정정] 주식등의대량보유상황보고서(일반),서룡전자,2026.07.03,20260703000648
코,에스팀,주식등의대량보유상황보고서(일반),김소연,2026.07.03,20260703000644
코,노머스,[기재정정] 주식등의대량보유상황보고서(일반),김영준,2026.07.03,20260703000638
코,아이윈,주식등의대량보유상황보고서(일반),신규진,2026.07.03,20260703000619
유,부국증권,주식등의대량보유상황보고서(일반),김중건,2026.07.03,20260703000616
코,비츠로시스,주식등의대량보유상황보고서(약식),유니홀딩스,2026.07.03,20260703000615
코,딥노이드,주식등의대량보유상황보고서(약식),김태규,2026.07.03,20260703000613
유,롯데관광개발,주식등의대량보유상황보고서(일반),김기병,2026.07.03,20260703000610
코,대한광통신,주식등의대량보유상황보고서(일반),티에프오인더스트리,2026.07.03,20260703000609
코,덕신이피씨,주식등의대량보유상황보고서(일반),김명환,2026.07.03,20260703000605
코,폴라리스오피스,주식등의대량보유상황보고서(일반),조성우,2026.07.03,20260703000603
코,리드코프,주식등의대량보유상황보고서(일반),디케이마린,2026.07.03,20260703000598
유,LG IR,주식등의대량보유상황보고서(일반),학교법인LG연암학원,2026.07.03,20260703000591
코,대명에너지,주식등의대량보유상황보고서(일반),서종현,2026.07.03,20260703000582
코,앤로보틱스 IR,주식등의대량보유상황보고서(약식),골든리치투자1호조합,2026.07.03,20260703000580
코,세경하이테크,주식등의대량보유상황보고서(일반),에스지에이치홀딩스,2026.07.03,20260703000578
코,팸텍,주식등의대량보유상황보고서(약식),수성자산운용,2026.07.03,20260703000570
코,희림,주식등의대량보유상황보고서(일반),정영균,2026.07.03,20260703000569
코,티앤알바이오팹,주식등의대량보유상황보고서(일반),윤원수,2026.07.03,20260703000568
유,트리니티항공,주식등의대량보유상황보고서(일반),소노인터내셔널,2026.07.03,20260703000558
코,인포바인,주식등의대량보유상황보고서(일반),권성준,2026.07.03,20260703000557
코,키네마스터,주식등의대량보유상황보고서(일반),솔본,2026.07.03,20260703000556
코,차바이오텍 IR,주식등의대량보유상황보고서(일반),차광렬,2026.07.03,20260703000554
코,HC홈센타,주식등의대량보유상황보고서(일반),에이치씨파트너스,2026.07.03,20260703000544
코,위메이드맥스 IR,주식등의대량보유상황보고서(일반),위메이드,2026.07.03,20260703000541
코,경남제약,[기재정정] 주식등의대량보유상황보고서(일반),엑스,2026.07.03,20260703000540
코,솔본,주식등의대량보유상황보고서(일반),홍기태,2026.07.03,20260703000538
유,영풍,주식등의대량보유상황보고서(일반),KZ정밀,2026.07.03,20260703000536
유,현대엘리베이터,주식등의대량보유상황보고서(일반),현대홀딩스컴퍼니,2026.07.03,20260703000535
코,키이스트,주식등의대량보유상황보고서(약식),하랑기술투자,2026.07.03,20260703000526
코,경남제약,주식등의대량보유상황보고서(일반),엑스,2026.07.03,20260703000504
코,빅텍,주식등의대량보유상황보고서(약식),MORGANSTANLEY&COINTLPLC,2026.07.03,20260703000502
코,플레이위드,주식등의대량보유상황보고서(일반),드림아크코리아,2026.07.03,20260703000501
유,롯데지주 IR,주식등의대량보유상황보고서(일반),신동빈,2026.07.03,20260703000496
코,보로노이,주식등의대량보유상황보고서(일반),김현태,2026.07.03,20260703000489
유,롯데쇼핑 IR,주식등의대량보유상황보고서(일반),신동빈,2026.07.03,20260703000488
유,에이블씨엔씨,주식등의대량보유상황보고서(일반),리프앤바인,2026.07.03,20260703000486
코,바이넥스,주식등의대량보유상황보고서(일반),더에이블,2026.07.03,20260703000478
유,한국토지신탁,주식등의대량보유상황보고서(일반),엠케이인베스트먼트,2026.07.03,20260703000469
유,롯데칠성음료 IR,주식등의대량보유상황보고서(약식),브이아이피자산운용,2026.07.03,20260703000468
코,파버나인,주식등의대량보유상황보고서(일반),이제훈,2026.07.03,20260703000466
코,인콘,주식등의대량보유상황보고서(일반),미래아이앤지,2026.07.03,20260703000460
유,현대백화점,주식등의대량보유상황보고서(일반),현대지에프홀딩스,2026.07.03,20260703000455
코,앱튼,주식등의대량보유상황보고서(약식),유토피아 파트너스,2026.07.03,20260703000452
코,아이티엠반도체,주식등의대량보유상황보고서(일반),NICE,2026.07.03,20260703000448
유,유니온,주식등의대량보유상황보고서(일반),이우선,2026.07.03,20260703000421
코,마이크로디지탈,주식등의대량보유상황보고서(일반),김경남,2026.07.03,20260703000409
유,유성기업,주식등의대량보유상황보고서(약식),권순열,2026.07.03,20260703000395
유,대원강업,주식등의대량보유상황보고서(일반),현대지에프홀딩스,2026.07.03,20260703000392
코,이삭엔지니어링,주식등의대량보유상황보고서(일반),김창수,2026.07.03,20260703000388
코,와이엠티,주식등의대량보유상황보고서(일반),전성욱,2026.07.03,20260703000382
코,인트론바이오,주식등의대량보유상황보고서(일반),윤성준,2026.07.03,20260703000375
유,노루홀딩스,주식등의대량보유상황보고서(일반),한영재,2026.07.03,20260703000372
코,강원에너지,주식등의대량보유상황보고서(일반),평산파트너스,2026.07.03,20260703000351
코,인바디,주식등의대량보유상황보고서(일반),차인준,2026.07.03,20260703000345
코,리더스코스메틱,주식등의대량보유상황보고서(일반),김진구,2026.07.03,20260703000335
코,리더스코스메틱,[기재정정] 주식등의대량보유상황보고서(일반),김진구,2026.07.03,20260703000329
코,넥써쓰,주식등의대량보유상황보고서(약식),NAVER,2026.07.03,20260703000321
코,에코프로 IR,주식등의대량보유상황보고서(일반),이동채,2026.07.03,20260703000308
유,더블유게임즈 IR,주식등의대량보유상황보고서(일반),김가람,2026.07.03,20260703000305
유,후성,주식등의대량보유상황보고서(약식),J.P.MORGANSECURITIESPLC,2026.07.03,20260703000276
코,아이티아이즈 IR,주식등의대량보유상황보고서(일반),이성남,2026.07.03,20260703000246
코,아이티아이즈 IR,[기재정정] 주식등의대량보유상황보고서(일반),이성남,2026.07.03,20260703000239
코,아이티아이즈 IR,[기재정정] 주식등의대량보유상황보고서(일반),이성남,2026.07.03,20260703000230
코,성광벤드,주식등의대량보유상황보고서(약식),JPMorganAssetManagement(AsiaPacific)Limited,2026.07.03,20260703000227
유,한화솔루션,주식등의대량보유상황보고서(일반),한화,2026.07.03,20260703000224
코,KBI메탈,주식등의대량보유상황보고서(일반),케이비아이국인산업,2026.07.03,20260703000169
코,코퍼스코리아,주식등의대량보유상황보고서(일반),아티스트스튜디오,2026.07.03,20260703000158
코,아이티아이즈 IR,주식등의대량보유상황보고서(약식),파인밸류자산운용,2026.07.03,20260703000134
코,제테마,주식등의대량보유상황보고서(일반),김재영,2026.07.03,20260703000120
코,뉴파워프라즈마,주식등의대량보유상황보고서(일반),최대규,2026.07.03,20260703000119
유,케이티앤지,주식등의대량보유상황보고서(약식),CapitalResearchandManagementCompany,2026.07.03,20260703000113
유,JW홀딩스,주식등의대량보유상황보고서(일반),이경하,2026.07.03,20260703000089
코,천보,주식등의대량보유상황보고서(일반),이상율,2026.07.03,20260703000045
코,대모,주식등의대량보유상황보고서(일반),이원해,2026.07.03,20260703000004
코,앤로보틱스 IR,[기재정정] 주식등의대량보유상황보고서(약식),카티야파트너스,2026.07.03,20260703000001
코,앤로보틱스 IR,[기재정정] 주식등의대량보유상황보고서(약식),카티야파트너스,2026.07.03,20260702000609
코,앤로보틱스 IR,[기재정정] 주식등의대량보유상황보고서(약식),카티야파트너스,2026.07.03,20260702000608
코,성호전자,[기재정정] 주식등의대량보유상황보고서(일반),서룡전자,2026.07.02,20260702000606
코,HRS,주식등의대량보유상황보고서(일반),강성자,2026.07.02,20260702000605
유,셀트리온,주식등의대량보유상황보고서(일반),셀트리온홀딩스,2026.07.02,20260702000598
코,져스텍,주식등의대량보유상황보고서(일반),김용일,2026.07.02,20260702000597
코,오아,주식등의대량보유상황보고서(일반),김상무,2026.07.02,20260702000595
코,제이앤티씨,주식등의대량보유상황보고서(일반),진우엔지니어링,2026.07.02,20260702000591
코,아이엘 IR,주식등의대량보유상황보고서(일반),송성근,2026.07.02,20260702000589
코,테크윙,주식등의대량보유상황보고서(약식),J.P.MORGANSECURITIESPLC,2026.07.02,20260702000581
코,골프존홀딩스,주식등의대량보유상황보고서(일반),김원일,2026.07.02,20260702000580
유,한미사이언스,주식등의대량보유상황보고서(일반),임종훈,2026.07.02,20260702000564
코,오가닉티코스메틱,주식등의대량보유상황보고서(일반),SUN YANE,2026.07.02,20260702000557
코,한켐,주식등의대량보유상황보고서(일반),이상조,2026.07.02,20260702000556
유,LX홀딩스,주식등의대량보유상황보고서(약식),"KopernikGlobalInvestors,LLC",2026.07.02,20260702000552
유,한미사이언스,주식등의대량보유상황보고서(일반),DXVX,2026.07.02,20260702000546
코,삼미금속,주식등의대량보유상황보고서(일반),금강공업,2026.07.02,20260702000544
코,화일약품,주식등의대량보유상황보고서(일반),오성첨단소재,2026.07.02,20260702000539
코,보성파워텍,주식등의대량보유상황보고서(일반),임재황,2026.07.02,20260702000537
유,우신시스템,주식등의대량보유상황보고서(일반),허우영,2026.07.02,20260702000522
유,농심,주식등의대량보유상황보고서(일반),신동원,2026.07.02,20260702000515
기,아이엠,주식등의대량보유상황보고서(약식),김종식,2026.07.02,20260702000511
유,아이에스동서,주식등의대량보유상황보고서(일반),권혁운,2026.07.02,20260702000510
유,신한서부티엔디리츠,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.07.02,20260702000504
유,코람코더원리츠,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.07.02,20260702000503
코,HPSP,주식등의대량보유상황보고서(약식),미래에셋자산운용,2026.07.02,20260702000501
코,신테카바이오,주식등의대량보유상황보고서(일반),정종선,2026.07.02,20260702000496
코,액스비스,주식등의대량보유상황보고서(일반),김명진,2026.07.02,20260702000489
코,조이시티,주식등의대량보유상황보고서(약식),조이시티우리사주조합,2026.07.02,20260702000486
코,인터엠,주식등의대량보유상황보고서(일반),조순구,2026.07.02,20260702000485
코,컬러레이,주식등의대량보유상황보고서(일반),Zhuo Zhongbiao,2026.07.02,20260702000484
코,앤로보틱스 IR,주식등의대량보유상황보고서(일반),씨아이테크,2026.07.02,20260702000480
유,갤럭시아에스엠,주식등의대량보유상황보고서(일반),트리니티에셋매니지먼트,2026.07.02,20260702000473
코,한컴,주식등의대량보유상황보고서(일반),한컴위드,2026.07.02,20260702000468
코,에이치브이엠,주식등의대량보유상황보고서(약식),KB자산운용,2026.07.02,20260702000467
코,한스바이오메드,주식등의대량보유상황보고서(약식),KB자산운용,2026.07.02,20260702000463
코,와이즈넛,주식등의대량보유상황보고서(약식),KB자산운용,2026.07.02,20260702000461
코,엑셈 IR,주식등의대량보유상황보고서(약식),KB자산운용,2026.07.02,20260702000456
유,디아이동일,주식등의대량보유상황보고서(약식),동양주택개발,2026.07.02,20260702000453
코,아모텍,주식등의대량보유상황보고서(일반),김병규,2026.07.02,20260702000450
코,다보링크,주식등의대량보유상황보고서(일반),테라사이언스,2026.07.02,20260702000443
코,아셈스,주식등의대량보유상황보고서(일반),장지상,2026.07.02,20260702000441
유,두산에너빌리티 IR,주식등의대량보유상황보고서(일반),두산,2026.07.02,20260702000437
유,에이플러스에셋,주식등의대량보유상황보고서(일반),얼라인파트너스자산운용,2026.07.02,20260702000431
코,디지틀조선,주식등의대량보유상황보고서(약식),박영옥,2026.07.02,20260702000418
넥,SK시그넷,주식등의대량보유상황보고서(일반),SK,2026.07.02,20260702000411
코,앤로보틱스 IR,주식등의대량보유상황보고서(약식),카티야파트너스,2026.07.02,20260702000399
코,필옵틱스 IR,주식등의대량보유상황보고서(일반),한기수,2026.07.02,20260702000395
코,에이루트,주식등의대량보유상황보고서(일반),최정임,2026.07.02,20260702000394
코,희림,주식등의대량보유상황보고서(일반),정영균,2026.07.02,20260702000387
코,코텍,주식등의대량보유상황보고서(일반),아이디스홀딩스,2026.07.02,20260702000384
코,세원물산,주식등의대량보유상황보고서(일반),김문기,2026.07.02,20260702000383
코,디어유,주식등의대량보유상황보고서(일반),JYP Ent.,2026.07.02,20260702000382
유,HDC,주식등의대량보유상황보고서(일반),정몽규,2026.07.02,20260702000374
코,디어유,주식등의대량보유상황보고서(일반),에스엠,2026.07.02,20260702000371
유,성신양회,주식등의대량보유상황보고서(일반),김태현,2026.07.02,20260702000365
코,포시에스,주식등의대량보유상황보고서(일반),조종민,2026.07.02,20260702000363
유,JW중외제약,주식등의대량보유상황보고서(일반),JW홀딩스,2026.07.02,20260702000347
유,SK디앤디 IR,주식등의대량보유상황보고서(일반),한앤코개발홀딩스,2026.07.02,20260702000344
유,에스엠벡셀,주식등의대량보유상황보고서(일반),에스엠하이플러스,2026.07.02,20260702000341
코,나인앤컴퍼니,주식등의대량보유상황보고서(약식),김주영,2026.07.02,20260702000338
코,휴젤,[기재정정] 주식등의대량보유상황보고서(일반),아프로디테애퀴지션홀딩스엘엘씨,2026.07.02,20260702000319
코,센코,주식등의대량보유상황보고서(일반),티에스 2024-16 M&A 성장조합,2026.07.02,20260702000315
유,트리니티항공,주식등의대량보유상황보고서(약식),에스트리니제일차,2026.07.02,20260702000306
유,트리니티항공,주식등의대량보유상황보고서(약식),퍼플클래스제일차,2026.07.02,20260702000295
코,에이엘티,주식등의대량보유상황보고서(일반),천병태,2026.07.02,20260702000289
코,RF머트리얼즈,주식등의대량보유상황보고서(일반),RFHIC,2026.07.02,20260702000269
코,유라클,주식등의대량보유상황보고서(일반),조준희,2026.07.02,20260702000256
코,아나패스,주식등의대량보유상황보고서(일반),이경호,2026.07.02,20260702000242
코,휴젤,[기재정정] 주식등의대량보유상황보고서(일반),아프로디테애퀴지션홀딩스엘엘씨,2026.07.02,20260702000204
코,휴젤,[기재정정] 주식등의대량보유상황보고서(일반),아프로디테애퀴지션홀딩스엘엘씨,2026.07.02,20260702000193
코,성호전자,주식등의대량보유상황보고서(일반),서룡전자,2026.07.02,20260702000164
코,에이치케이,주식등의대량보유상황보고서(일반),계명재,2026.07.02,20260702000159
코,이엘피 IR,주식등의대량보유상황보고서(일반),이재혁,2026.07.02,20260702000151
코,청담글로벌,주식등의대량보유상황보고서(일반),최석주,2026.07.02,20260702000150
코,세미파이브,주식등의대량보유상황보고서(약식),JPMorganAssetManagement(AsiaPacific)Limited,2026.07.02,20260702000131
유,넥스틸,주식등의대량보유상황보고서(약식),티엔에이치 티비 옵티모 신기술조합 제1호,2026.07.02,20260702000122
코,씨앤투스,주식등의대량보유상황보고서(일반),하춘욱,2026.07.02,20260702000111
